,initials,line,condition,replicate,sex,individual,Mutant
3842,MP,Z216,T24,2,F,4,0
3843,MP,Z216,T24,2,F,5,0
3844,MP,Z216,T24,2,F,6,0
3845,MP,Z216,T24,2,F,7,0
3846,MP,Z216,T24,2,F,8,0
3847,MP,Z216,T24,2,F,9,0
3848,MP,Z216,T24,2,F,10,0
3849,MP,Z216,T24,2,M,1,1
3850,MP,Z216,T24,2,M,2,0
3851,MP,Z216,T24,2,M,3,0
3852,MP,Z216,T24,2,M,4,1
3853,MP,Z216,T24,2,M,5,0
3854,MP,Z216,T24,2,M,6,0
3855,MP,Z216,T24,2,M,7,0
3856,MP,Z216,T24,3,F,1,0
3857,MP,Z216,T24,3,F,2,0
3858,MP,Z216,T24,3,F,3,0
3859,MP,Z216,T24,3,F,4,0
3860,MP,Z216,T24,3,F,5,0
3861,MP,Z216,T24,3,F,6,0
3862,MP,Z216,T24,3,F,7,0
3863,MP,Z216,T24,3,F,8,0
3864,MP,Z216,T24,3,F,9,0
3865,MP,Z216,T24,3,F,10,0
3866,MP,Z216,T24,3,F,11,0
3867,MP,Z216,T24,3,M,1,0
3868,MP,Z216,T24,3,M,2,0
3869,MP,Z216,T24,3,M,3,0
3870,MP,Z216,T24,3,M,4,0
3871,MP,Z216,T24,3,M,5,0
3872,MP,Z216,T24,3,M,6,0
3873,MP,Z216,T24,3,M,7,0
3874,MP,Z216,T24,3,M,8,0
3875,MP,Z216,T24,3,M,9,0
3876,MP,Z216,T24,3,M,10,0
3877,MP,Z216,T24,3,M,11,0
3878,MP,Z216,T24,3,M,12,0
3879,MP,Z216,T24,3,M,13,0
3880,MP,Z216,T28,1,F,1,0
3881,MP,Z216,T28,1,F,2,0
3882,MP,Z216,T28,1,F,3,0
3883,MP,Z216,T28,1,F,4,1
3884,MP,Z216,T28,1,F,5,0
3885,MP,Z216,T28,1,F,6,0
3886,MP,Z216,T28,1,F,7,0
3887,MP,Z216,T28,1,M,1,0
3888,MP,Z216,T28,1,M,2,1
3889,MP,Z216,T28,1,M,3,0
3890,MP,Z216,T28,1,M,4,0
3891,MP,Z216,T28,1,M,5,0
3892,MP,Z216,T28,2,F,1,0
3893,MP,Z216,T28,2,F,2,0
3894,MP,Z216,T28,2,F,3,0
3925,MP,Z251,F15,1,F,1,0
3926,MP,Z251,F15,1,F,2,0
3927,MP,Z251,F15,1,F,3,0
3928,MP,Z251,F15,1,M,1,0
3929,MP,Z251,F15,1,M,2,0
3930,MP,Z251,F15,3,F,1,0
3931,MP,Z251,F15,3,F,2,0
3932,MP,Z251,F15,3,F,3,0
3933,MP,Z251,F15,3,M,1,0
3934,MP,Z251,F15,3,M,2,0
3935,MP,Z251,F15,3,M,3,0
3936,MP,Z251,F15,3,M,4,0
3937,MP,Z251,F15,3,M,5,0
3938,MP,Z251,F15,5,F,1,0
3939,MP,Z251,F15,5,F,2,0
3940,MP,Z251,F15,5,M,1,0
3941,MP,Z251,F15,5,M,2,0
3942,MP,Z251,F15,5,M,3,0
3943,MP,Z251,F15,5,M,4,0
3944,MP,Z251,F15,5,M,5,0
3945,MP,Z251,F15,6,F,1,0
3946,MP,Z251,F15,6,F,2,0
3947,MP,Z251,F15,6,M,1,0
3948,MP,Z251,F15,6,M,2,0
3949,MP,Z251,F15,6,M,3,0
3950,MP,Z251,F15,6,M,4,0
3951,MP,Z251,T18,1,F,1,0
3952,MP,Z251,T18,1,F,2,0
3953,MP,Z251,T18,1,F,3,1
3954,MP,Z251,T18,1,F,4,0
3955,MP,Z251,T18,1,F,5,1
3956,MP,Z251,T18,1,F,6,0
3957,MP,Z251,T18,1,M,1,0
3958,MP,Z251,T18,1,M,2,0
3959,MP,Z251,T18,1,M,3,0
3960,MP,Z251,T18,1,M,4,0
3961,MP,Z251,T18,2,F,1,0
3962,MP,Z251,T18,2,F,2,0
3963,MP,Z251,T18,2,F,3,0
3964,MP,Z251,T18,2,F,4,0
3965,MP,Z251,T18,2,F,5,0
3966,MP,Z251,T18,2,F,6,0
3967,MP,Z251,T18,2,F,7,0
3968,MP,Z251,T18,2,F,8,0
3969,MP,Z251,T18,2,F,9,0
3970,MP,Z251,T18,2,M,1,0
3971,MP,Z251,T18,2,M,2,0
3972,MP,Z251,T18,2,M,3,0
3973,MP,Z251,T18,2,M,4,0
3974,MP,Z251,T18,2,M,5,0
3975,MP,Z251,T18,2,M,6,0
3976,MP,Z251,T18,2,M,7,0
3977,MP,Z251,T18,2,M,8,0
3978,MP,Z251,T18,2,M,9,0
3979,MP,Z251,T18,2,M,10,0
3980,MP,Z251,T18,3,F,1,0
3981,MP,Z251,T18,3,F,2,0
3982,MP,Z251,T18,3,F,3,0
3983,MP,Z251,T18,3,F,4,0
3984,MP,Z251,T18,3,F,5,0
3985,MP,Z251,T18,3,F,6,0
3986,MP,Z251,T18,3,M,1,0
3987,MP,Z251,T18,3,M,2,0
3988,MP,Z251,T18,3,M,3,0
3989,MP,Z251,T18,3,M,4,0
3990,MP,Z251,T18,3,M,5,0
3991,MP,Z251,T18,3,M,6,0
3992,MP,Z251,T18,3,M,7,0
3993,MP,Z251,T18,3,M,8,0
3994,MP,Z251,T18,3,M,9,0
3995,MP,Z251,T18,3,M,10,0
3996,MP,Z251,T18,3,M,11,0
3997,MP,Z251,T18,3,M,12,0
3998,MP,Z251,T24,1,F,1,0
3999,MP,Z251,T24,1,F,2,0
4000,MP,Z251,T24,1,F,3,0
4001,MP,Z251,T24,1,F,4,0
4002,MP,Z251,T24,1,F,5,0
4003,MP,Z251,T24,1,F,6,0
4004,MP,Z251,T24,1,F,7,0
4005,MP,Z251,T24,1,F,8,0
4006,MP,Z251,T24,1,M,1,0
4007,MP,Z251,T24,1,M,2,0
4008,MP,Z251,T24,1,M,3,0
4009,MP,Z251,T24,1,M,4,0
4010,MP,Z251,T24,1,M,5,0
4011,MP,Z251,T24,1,M,6,0
4012,MP,Z251,T24,1,M,7,0
4013,MP,Z251,T24,1,M,8,0
4014,MP,Z251,T24,1,M,9,0
4015,MP,Z251,T24,1,M,10,0
4016,MP,Z251,T24,1,M,11,0
4017,MP,Z251,T24,1,M,12,0
4018,MP,Z251,T24,1,M,13,0
4019,MP,Z251,T24,1,M,14,0
4020,MP,Z251,T24,2,F,1,0
4021,MP,Z251,T24,2,F,2,0
4022,MP,Z251,T24,2,F,3,0
4023,MP,Z251,T24,2,F,4,1
4024,MP,Z251,T24,2,F,5,0
4025,MP,Z251,T24,2,F,6,1
4026,MP,Z251,T24,2,F,7,0
4027,MP,Z251,T24,2,F,8,0
4028,MP,Z251,T24,2,F,9,0
4029,MP,Z251,T24,2,F,10,0
4030,MP,Z251,T24,2,F,11,0
4031,MP,Z251,T24,2,F,12,0
4032,MP,Z251,T24,2,F,13,0
4033,MP,Z251,T24,2,F,14,1
4034,MP,Z251,T24,2,F,15,0
4035,MP,Z251,T24,2,M,1,0
4036,MP,Z251,T24,2,M,2,0
4037,MP,Z251,T24,2,M,3,0
4038,MP,Z251,T24,2,M,4,0
4039,MP,Z251,T24,2,M,5,0
4040,MP,Z251,T24,2,M,6,0
4041,MP,Z251,T24,2,M,7,0
4042,MP,Z251,T24,2,M,8,0
4043,MP,Z251,T24,2,M,9,0
4044,MP,Z251,T24,2,M,10,0
4045,MP,Z251,T24,2,M,11,0
4046,MP,Z251,T24,2,M,12,0
4047,MP,Z251,T24,2,M,13,0
4048,MP,Z251,T24,2,M,14,0
4049,MP,Z251,T24,2,M,15,0
4050,MP,Z251,T24,2,M,16,0
4051,MP,Z251,T24,2,M,17,0
4052,MP,Z251,T24,2,M,18,0
4053,MP,Z251,T24,2,M,19,0
4054,MP,Z251,T24,2,M,20,0
4055,MP,Z251,T24,2,M,21,0
4056,MP,Z251,T24,2,M,22,0
4057,MP,Z251,T24,3,F,1,0
4058,MP,Z251,T24,3,F,2,0
4059,MP,Z251,T24,3,F,3,0
4060,MP,Z251,T24,3,F,4,0
4061,MP,Z251,T24,3,F,5,0
4062,MP,Z251,T24,3,F,6,0
4063,MP,Z251,T24,3,F,7,0
4064,MP,Z251,T24,3,F,8,0
4065,MP,Z251,T24,3,F,9,1
4066,MP,Z251,T24,3,M,1,0
4067,MP,Z251,T24,3,M,2,0
4068,MP,Z251,T24,3,M,3,0
4069,MP,Z251,T24,3,M,4,0
4070,MP,Z251,T24,3,M,5,0
4071,MP,Z251,T24,3,M,6,0
4072,MP,Z251,T24,3,M,7,0
4073,MP,Z251,T24,3,M,8,0
4074,MP,Z251,T24,3,M,9,0
4075,MP,Z251,T24,3,M,10,1
4076,MP,Z251,T24,3,M,11,0
4077,MP,Z251,T24,3,M,12,0
4078,MP,Z251,T24,3,M,13,0
4079,MP,Z251,T28,1,F,1,0
4080,MP,Z251,T28,1,F,2,0
4081,MP,Z251,T28,1,F,3,0
4082,MP,Z251,T28,1,F,4,0
4083,MP,Z251,T28,1,F,5,0
4084,MP,Z251,T28,1,F,6,0
4085,MP,Z251,T28,1,M,1,0
4086,MP,Z251,T28,1,M,2,0
4087,MP,Z251,T28,1,M,3,0
4088,MP,Z251,T28,1,M,4,0
4089,MP,Z251,T28,1,M,5,0
4090,MP,Z251,T28,1,M,6,0
4091,MP,Z251,T28,1,M,7,0
4092,MP,Z251,T28,1,M,8,0
4093,MP,Z251,T28,1,M,9,0
4094,MP,Z251,T28,1,M,10,0
4095,MP,Z251,T28,2,F,1,0
4096,MP,Z251,T28,2,F,2,0
4097,MP,Z251,T28,2,F,3,0
4098,MP,Z251,T28,2,F,4,0
4099,MP,Z251,T28,2,F,5,0
4100,MP,Z251,T28,2,M,1,0
4101,MP,Z251,T28,2,M,2,0
4102,MP,Z251,T28,2,M,3,0
4103,MP,Z251,T28,2,M,4,0
4104,MP,Z251,T28,2,M,5,0
4105,MP,Z251,T28,2,M,6,0
4106,MP,Z251,T28,2,M,7,0
4107,MP,Z251,T28,2,M,8,0
4108,MP,Z251,T28,2,M,9,0
4109,MP,Z251,T28,2,M,10,0
4110,MP,Z251,T28,3,F,1,0
4111,MP,Z251,T28,3,F,2,0
4112,MP,Z251,T28,3,F,3,0
4113,MP,Z251,T28,3,F,4,0
4114,MP,Z251,T28,3,F,5,0
4115,MP,Z251,T28,3,F,6,0
4116,MP,Z251,T28,3,F,7,0
4117,MP,Z251,T28,3,F,8,1
4118,MP,Z251,T28,3,F,9,0
4119,MP,Z251,T28,3,F,10,1
4120,MP,Z251,T28,3,M,1,0
4121,MP,Z251,T28,3,M,2,0
4122,MP,Z251,T28,3,M,3,0
4123,MP,Z251,T28,3,M,4,0
4124,MP,Z251,T28,3,M,5,0
4125,MP,Z251,T28,3,M,6,0
4126,MP,Z251,T28,3,M,7,0
4127,MP,Z251,T28,3,M,8,0
4128,MP,Z251,T28,3,M,9,0
4129,MP,Z251,T28,3,M,10,0
4130,MP,Z254,F15,1,F,1,0
4131,MP,Z254,F15,1,F,2,0
4132,MP,Z254,F15,2,F,1,0
4133,MP,Z254,F15,2,F,2,0
4134,MP,Z254,F15,2,M,1,0
4135,MP,Z254,F15,2,M,2,0
4136,MP,Z254,F15,2,M,3,0
4137,MP,Z254,F15,2,M,4,0
4138,MP,Z254,F15,3,F,1,0
4139,MP,Z254,F15,3,F,2,0
4140,MP,Z254,F15,3,F,3,0
4141,MP,Z254,F15,3,F,4,0
4142,MP,Z254,F15,3,M,1,0
4143,MP,Z254,F15,4,F,1,0
4144,MP,Z254,F15,4,F,2,0
4145,MP,Z254,F15,4,F,3,0
4146,MP,Z254,F15,4,M,1,0
4147,MP,Z254,F15,4,M,2,0
4148,MP,Z254,F15,4,M,3,0
4149,MP,Z254,F15,4,M,4,0
4150,MP,Z254,F15,5,F,1,0
4151,MP,Z254,F15,5,F,2,0
4152,MP,Z254,F15,5,M,1,0
4153,MP,Z254,F15,5,M,2,0
4154,MP,Z254,F15,5,M,3,0
4155,MP,Z254,F15,5,M,4,0
4156,MP,Z254,F15,5,M,5,0
4157,MP,Z254,F15,5,M,6,0
4158,MP,Z254,F15,5,M,7,0
4159,MP,Z254,F15,5,M,8,0
4160,MP,Z254,F15,5,M,9,0
4161,MP,Z254,F15,6,F,1,0
4162,MP,Z254,F15,6,F,2,0
4163,MP,Z254,F15,6,F,3,0
4164,MP,Z254,F15,6,F,4,0
4165,MP,Z254,F15,6,M,1,0
4166,MP,Z254,F15,6,M,2,0
4167,MP,Z254,F15,6,M,3,0
4168,MP,Z254,F2,1,F,1,0
4169,MP,Z254,F2,1,F,2,0
4170,MP,Z254,F2,1,F,3,0
4171,MP,Z254,F2,1,M,1,0
4172,MP,Z254,F2,1,M,2,0
4173,MP,Z254,F2,1,M,3,0
4174,MP,Z254,F2,1,M,4,0
4175,MP,Z254,F2,3,F,1,0
4176,MP,Z254,F2,3,F,2,0
4177,MP,Z254,F2,3,F,3,0
4178,MP,Z254,F2,3,F,4,0
4179,MP,Z254,F2,3,F,5,0
4180,MP,Z254,F2,3,F,6,0
4181,MP,Z254,F2,3,M,1,0
4182,MP,Z254,F2,3,M,2,0
4183,MP,Z254,F2,4,F,1,0
4184,MP,Z254,F2,4,F,2,0
4185,MP,Z254,F2,4,F,3,0
4186,MP,Z254,F2,4,F,4,0
4187,MP,Z254,F5,1,F,1,0
4188,MP,Z254,T18,1,F,1,0
4189,MP,Z254,T18,1,F,2,0
4190,MP,Z254,T18,1,F,3,0
4191,MP,Z254,T18,1,F,4,0
4192,MP,Z254,T18,1,F,5,0
4193,MP,Z254,T18,1,F,6,0
4194,MP,Z254,T18,1,F,7,0
4195,MP,Z254,T18,1,F,8,0
4196,MP,Z254,T18,1,F,9,0
4197,MP,Z254,T18,1,F,10,0
4198,MP,Z254,T18,1,F,11,0
4199,MP,Z254,T18,1,F,12,0
4200,MP,Z254,T18,1,M,1,0
4201,MP,Z254,T18,1,M,2,0
4202,MP,Z254,T18,1,M,3,0
4203,MP,Z254,T18,1,M,4,0
4204,MP,Z254,T18,1,M,5,0
4205,MP,Z254,T18,1,M,6,0
4206,MP,Z254,T18,1,M,7,0
4207,MP,Z254,T18,1,M,8,0
4208,MP,Z254,T18,1,M,9,0
4209,MP,Z254,T18,1,M,10,0
4210,MP,Z254,T18,1,M,11,0
4211,MP,Z254,T18,1,M,12,0
4212,MP,Z254,T18,1,M,13,0
4213,MP,Z254,T18,1,M,14,0
4214,MP,Z254,T18,2,F,1,0
4215,MP,Z254,T18,2,F,2,0
4216,MP,Z254,T18,2,F,3,0
4217,MP,Z254,T18,2,F,4,0
4218,MP,Z254,T18,2,F,5,0
4219,MP,Z254,T18,2,F,6,0
4220,MP,Z254,T18,2,F,7,0
4221,MP,Z254,T18,2,F,8,0
4222,MP,Z254,T18,2,F,9,0
4223,MP,Z254,T18,2,F,10,0
4224,MP,Z254,T18,2,F,11,0
4225,MP,Z254,T18,2,F,12,0
4226,MP,Z254,T18,2,F,13,0
4227,MP,Z254,T18,2,F,14,0
4228,MP,Z254,T18,2,F,15,0
4229,MP,Z254,T18,2,F,16,0
4230,MP,Z254,T18,2,M,1,0
4231,MP,Z254,T18,2,M,2,0
4232,MP,Z254,T18,2,M,3,0
4233,MP,Z254,T18,2,M,4,0
4234,MP,Z254,T18,2,M,5,0
4235,MP,Z254,T18,2,M,6,0
4236,MP,Z254,T18,2,M,7,0
4237,MP,Z254,T18,2,M,8,0
4238,MP,Z254,T18,2,M,9,0
4239,MP,Z254,T18,2,M,10,0
4240,MP,Z254,T18,2,M,11,0
4241,MP,Z254,T18,2,M,12,0
4242,MP,Z254,T18,2,M,13,0
4243,MP,Z254,T18,3,F,1,0
4244,MP,Z254,T18,3,F,2,0
4245,MP,Z254,T18,3,F,3,0
4246,MP,Z254,T18,3,F,4,0
4247,MP,Z254,T18,3,F,5,0
4248,MP,Z254,T18,3,F,6,0
4249,MP,Z254,T18,3,F,7,0
4250,MP,Z254,T18,3,F,8,0
4251,MP,Z254,T18,3,F,9,0
4252,MP,Z254,T18,3,F,10,0
4253,MP,Z254,T18,3,F,11,0
4254,MP,Z254,T18,3,F,12,0
4255,MP,Z254,T18,3,F,13,0
4256,MP,Z254,T18,3,M,1,0
4257,MP,Z254,T18,3,M,2,0
4258,MP,Z254,T18,3,M,3,0
4259,MP,Z254,T18,3,M,4,0
4260,MP,Z254,T18,3,M,5,0
4261,MP,Z254,T18,3,M,6,0
4262,MP,Z254,T18,3,M,7,0
4263,MP,Z254,T18,3,M,8,0
4264,MP,Z254,T18,3,M,9,0
4265,MP,Z254,T18,3,M,10,0
4266,MP,Z254,T18,3,M,11,0
4267,MP,Z254,T24,1,F,1,0
4268,MP,Z254,T24,1,F,2,0
4269,MP,Z254,T24,1,F,3,0
4270,MP,Z254,T24,1,F,4,0
4271,MP,Z254,T24,1,F,5,0
4272,MP,Z254,T24,1,F,6,0
4273,MP,Z254,T24,1,F,7,0
4274,MP,Z254,T24,1,F,8,0
4275,MP,Z254,T24,1,F,9,0
4276,MP,Z254,T24,1,F,10,0
4277,MP,Z254,T24,1,F,11,0
4278,MP,Z254,T24,1,F,12,0
4279,MP,Z254,T24,1,F,13,0
4280,MP,Z254,T24,1,F,14,0
4281,MP,Z254,T24,1,F,15,0
4282,MP,Z254,T24,1,F,16,0
4283,MP,Z254,T24,1,F,17,0
4284,MP,Z254,T24,1,M,1,0
4285,MP,Z254,T24,1,M,2,0
4286,MP,Z254,T24,1,M,3,0
4287,MP,Z254,T24,1,M,4,0
4288,MP,Z254,T24,1,M,5,0
4289,MP,Z254,T24,1,M,6,0
4290,MP,Z254,T24,1,M,7,0
4291,MP,Z254,T24,1,M,8,0
4292,MP,Z254,T24,1,M,9,0
4293,MP,Z254,T24,1,M,10,0
4294,MP,Z254,T24,1,M,11,0
4295,MP,Z254,T24,1,M,12,0
4296,MP,Z254,T24,1,M,13,0
4297,MP,Z254,T24,1,M,14,0
4298,MP,Z254,T24,1,M,15,0
4299,MP,Z254,T24,1,M,16,0
4300,MP,Z254,T24,2,F,1,0
4301,MP,Z254,T24,2,F,2,0
4302,MP,Z254,T24,2,F,3,0
4303,MP,Z254,T24,2,F,4,0
4304,MP,Z254,T24,2,F,5,0
4305,MP,Z254,T24,2,F,6,0
4306,MP,Z254,T24,2,F,7,0
4307,MP,Z254,T24,2,F,8,0
4308,MP,Z254,T24,2,F,9,0
4309,MP,Z254,T24,2,F,10,0
4310,MP,Z254,T24,2,F,11,0
4311,MP,Z254,T24,2,F,12,0
4312,MP,Z254,T24,2,F,13,0
4313,MP,Z254,T24,2,F,14,0
4314,MP,Z254,T24,2,F,15,0
4315,MP,Z254,T24,2,M,1,0
4316,MP,Z254,T24,2,M,2,0
4317,MP,Z254,T24,2,M,3,0
4318,MP,Z254,T24,2,M,4,0
4319,MP,Z254,T24,2,M,5,0
4320,MP,Z254,T24,2,M,6,0
4321,MP,Z254,T24,2,M,7,0
4322,MP,Z254,T24,2,M,8,0
4323,MP,Z254,T24,2,M,9,0
4324,MP,Z254,T24,2,M,10,0
4325,MP,Z254,T24,2,M,11,0
4326,MP,Z254,T24,2,M,12,0
4327,MP,Z254,T24,2,M,13,0
4328,MP,Z254,T24,2,M,14,0
4329,MP,Z254,T24,3,F,1,0
4330,MP,Z254,T24,3,F,2,0
4331,MP,Z254,T24,3,F,3,0
4332,MP,Z254,T24,3,F,4,0
4333,MP,Z254,T24,3,F,5,0
4334,MP,Z254,T24,3,F,6,0
4335,MP,Z254,T24,3,F,7,0
4336,MP,Z254,T24,3,F,8,0
4337,MP,Z254,T24,3,F,9,0
4338,MP,Z254,T24,3,F,10,0
4339,MP,Z254,T24,3,F,11,0
4340,MP,Z254,T24,3,F,12,0
4341,MP,Z254,T24,3,F,13,0
4342,MP,Z254,T24,3,M,1,0
4343,MP,Z254,T24,3,M,2,0
4344,MP,Z254,T24,3,M,3,0
4345,MP,Z254,T24,3,M,4,0
4346,MP,Z254,T24,3,M,5,0
4347,MP,Z254,T24,3,M,6,0
4348,MP,Z254,T24,3,M,7,0
4349,MP,Z254,T24,3,M,8,0
4350,MP,Z254,T24,3,M,9,0
4351,MP,Z254,T24,3,M,10,0
4352,MP,Z254,T24,3,M,11,0
4353,MP,Z254,T24,3,M,12,0
4354,MP,Z254,T24,3,M,13,0
4355,MP,Z254,T24,3,M,14,0
4356,MP,Z254,T24,3,M,15,0
4357,MP,Z254,T24,3,M,16,0
4358,MP,Z254,T24,3,M,17,0
4359,MP,Z254,T24,3,M,18,0
4360,MP,Z254,T24,3,M,19,0
4361,MP,Z254,T24,3,M,20,0
4362,MP,Z254,T28,1,F,1,0
4363,MP,Z254,T28,1,F,2,0
4364,MP,Z254,T28,1,F,3,0
4365,MP,Z254,T28,1,F,4,0
4366,MP,Z254,T28,1,F,5,0
4367,MP,Z254,T28,1,F,6,0
4368,MP,Z254,T28,1,F,7,0
4369,MP,Z254,T28,1,F,8,0
4370,MP,Z254,T28,1,F,9,0
4371,MP,Z254,T28,1,F,10,0
4372,MP,Z254,T28,1,F,11,0
4373,MP,Z254,T28,1,F,12,0
4374,MP,Z254,T28,1,M,1,0
4375,MP,Z254,T28,1,M,2,0
4376,MP,Z254,T28,1,M,3,0
4377,MP,Z254,T28,1,M,4,0
4378,MP,Z254,T28,1,M,5,0
4379,MP,Z254,T28,1,M,6,0
4380,MP,Z254,T28,1,M,7,0
4381,MP,Z254,T28,1,M,8,0
4382,MP,Z254,T28,1,M,9,0
4383,MP,Z254,T28,1,M,10,0
4384,MP,Z254,T28,2,F,1,0
4385,MP,Z254,T28,2,F,2,0
4386,MP,Z254,T28,2,F,3,0
4387,MP,Z254,T28,2,F,4,0
4388,MP,Z254,T28,2,F,5,0
4389,MP,Z254,T28,2,F,6,0
4390,MP,Z254,T28,2,F,7,0
4391,MP,Z254,T28,2,F,8,0
4392,MP,Z254,T28,2,F,9,0
4393,MP,Z254,T28,2,F,10,0
4394,MP,Z254,T28,2,F,11,0
4395,MP,Z254,T28,2,F,12,0
4396,MP,Z254,T28,2,F,13,0
4397,MP,Z254,T28,2,F,14,0
4398,MP,Z254,T28,2,F,15,0
4399,MP,Z254,T28,2,M,1,0
4400,MP,Z254,T28,2,M,2,0
4401,MP,Z254,T28,2,M,3,0
4402,MP,Z254,T28,2,M,4,0
4403,MP,Z254,T28,2,M,5,0
4404,MP,Z254,T28,2,M,6,0
4405,MP,Z254,T28,2,M,7,0
4406,MP,Z254,T28,2,M,8,0
4407,MP,Z254,T28,2,M,9,0
4408,MP,Z254,T28,2,M,10,0
4409,MP,Z254,T28,2,M,11,0
4410,MP,Z254,T28,2,M,12,0
4411,MP,Z254,T28,2,M,13,0
4412,MP,Z254,T28,2,M,14,0
4413,MP,Z254,T28,3,F,1,0
4414,MP,Z254,T28,3,F,2,0
4415,MP,Z254,T28,3,F,3,0
4416,MP,Z254,T28,3,F,4,0
4417,MP,Z254,T28,3,F,5,0
4418,MP,Z254,T28,3,F,6,0
4419,MP,Z254,T28,3,F,7,0
4420,MP,Z254,T28,3,F,8,0
4421,MP,Z254,T28,3,F,9,0
4422,MP,Z254,T28,3,F,10,0
4423,MP,Z254,T28,3,F,11,0
4424,MP,Z254,T28,3,F,12,0
4425,MP,Z254,T28,3,F,13,0
4426,MP,Z254,T28,3,F,14,0
4427,MP,Z254,T28,3,F,15,0
4428,MP,Z254,T28,3,F,16,0
4429,MP,Z254,T28,3,F,17,0
4430,MP,Z254,T28,3,F,18,0
4431,MP,Z254,T28,3,M,1,0
4432,MP,Z254,T28,3,M,2,0
4433,MP,Z254,T28,3,M,3,0
4434,MP,Z254,T28,3,M,4,0
4435,MP,Z254,T28,3,M,5,0
4436,MP,Z254,T28,3,M,6,0
4437,MP,Z254,T28,3,M,7,0
4438,MP,Z254,T28,3,M,8,0
4439,MP,Z254,T28,3,M,9,0
4440,MP,Z254,T28,3,M,10,0
4441,MP,Z254,T28,3,M,11,0
4442,MP,Z254,T28,3,M,12,0
4443,MP,Z254,T28,3,M,13,0
4444,MP,Z254,T28,3,M,14,0
4445,MP,Z254,T28,3,M,15,0
4446,MP,Z254,T28,3,M,16,0
4447,MP,Z254,T28,3,M,17,0
4448,MP,Z254,T28,3,M,18,0
4449,MP,Z311,F15,1,F,1,0
4450,MP,Z311,F15,1,F,2,0
4451,MP,Z311,F15,1,M,1,0
4452,MP,Z311,F15,1,M,2,0
4453,MP,Z311,F15,1,M,3,0
4454,MP,Z311,F15,2,F,1,0
4455,MP,Z311,F15,2,F,2,0
4456,MP,Z311,F15,2,F,3,0
4457,MP,Z311,F15,2,F,4,0
4458,MP,Z311,F15,2,F,5,0
4459,MP,Z311,F15,2,F,6,0
4460,MP,Z311,F15,2,F,7,0
4461,MP,Z311,F15,2,F,8,0
4462,MP,Z311,F15,2,M,1,0
4463,MP,Z311,F15,2,M,2,0
4464,MP,Z311,F15,2,M,3,0
4465,MP,Z311,F15,2,M,4,0
4466,MP,Z311,F15,3,F,1,0
4467,MP,Z311,F15,3,F,2,0
4468,MP,Z311,F15,3,F,3,0
4469,MP,Z311,F15,3,F,4,0
4470,MP,Z311,F15,3,M,1,0
4471,MP,Z311,F15,3,M,2,0
4472,MP,Z311,F15,4,F,1,0
4473,MP,Z311,F15,4,F,2,0
4474,MP,Z311,F15,4,F,3,0
4475,MP,Z311,F15,4,F,4,0
4476,MP,Z311,F15,4,F,5,0
4477,MP,Z311,F15,4,F,6,0
4478,MP,Z311,F15,4,M,1,0
4479,MP,Z311,F15,4,M,2,0
4480,MP,Z311,F15,4,M,3,0
4481,MP,Z311,F15,5,F,1,0
4482,MP,Z311,F15,5,F,2,0
4483,MP,Z311,F15,5,M,1,0
4484,MP,Z311,F15,6,F,1,0
4485,MP,Z311,F15,6,F,2,0
4486,MP,Z311,F15,6,F,3,0
4487,MP,Z311,F15,6,F,4,0
4488,MP,Z311,F15,6,F,5,0
4489,MP,Z311,F15,6,M,1,0
4490,MP,Z311,T18,1,F,1,0
4491,MP,Z311,T18,1,F,2,0
4492,MP,Z311,T18,1,F,3,0
4493,MP,Z311,T18,1,F,4,0
4494,MP,Z311,T18,1,M,1,0
4495,MP,Z311,T18,1,M,2,0
4496,MP,Z311,T18,2,F,1,0
4497,MP,Z311,T18,2,F,2,0
4498,MP,Z311,T18,2,F,3,0
4499,MP,Z311,T18,2,F,4,0
4500,MP,Z311,T18,2,F,5,0
4501,MP,Z311,T18,2,F,6,0
4502,MP,Z311,T18,2,F,7,0
4503,MP,Z311,T18,2,F,8,0
4504,MP,Z311,T18,2,F,9,0
4505,MP,Z311,T18,2,F,10,0
4506,MP,Z311,T18,2,F,11,0
4507,MP,Z311,T18,2,F,12,0
4508,MP,Z311,T18,2,M,1,0
4509,MP,Z311,T18,2,M,2,0
4510,MP,Z311,T18,2,M,3,0
4511,MP,Z311,T18,2,M,4,0
4512,MP,Z311,T18,2,M,5,0
4513,MP,Z311,T18,2,M,6,0
4514,MP,Z311,T18,3,F,1,1
4515,MP,Z311,T18,3,F,2,0
4516,MP,Z311,T18,3,F,3,0
4517,MP,Z311,T18,3,F,4,0
4518,MP,Z311,T18,3,F,5,0
4519,MP,Z311,T18,3,F,6,0
4520,MP,Z311,T18,3,F,7,0
4521,MP,Z311,T18,3,M,1,0
4522,MP,Z311,T18,3,M,2,0
4523,MP,Z311,T18,3,M,3,0
4524,MP,Z311,T18,3,M,4,0
4525,MP,Z311,T18,3,M,5,0
4526,MP,Z311,T18,3,M,6,0
4527,MP,Z311,T24,1,F,1,0
4528,MP,Z311,T24,1,F,2,0
4529,MP,Z311,T24,1,F,3,0
4530,MP,Z311,T24,1,F,4,0
4531,MP,Z311,T24,1,F,5,0
4532,MP,Z311,T24,1,F,6,0
4533,MP,Z311,T24,1,F,7,0
4534,MP,Z311,T24,1,F,8,1
4535,MP,Z311,T24,1,F,9,0
4536,MP,Z311,T24,1,F,10,1
